rule	source	line	shadowed_by	shadow_source
DOMAIN-SUFFIX,www.hustlercash.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	110	DOMAIN-SUFFIX,hustlercash.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,cdn.futustatic.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	567	DOMAIN-SUFFIX,futustatic.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,api.lbkrs.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	574	DOMAIN-SUFFIX,lbkrs.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,api-gl.lbkrs.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	575	DOMAIN-SUFFIX,lbkrs.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,quote.longbridge.global	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	581	DOMAIN-SUFFIX,longbridge.global	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,trade.longportapp.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	582	DOMAIN-SUFFIX,longportapp.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,openapi.longbridge.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	583	DOMAIN-SUFFIX,longbridge.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,openapi-quote.longbridge.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	584	DOMAIN-SUFFIX,longbridge.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,openapi-trade.longbridge.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	585	DOMAIN-SUFFIX,longbridge.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,qtcard.futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	590	DOMAIN-SUFFIX,futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,qtcardfthk.futufin.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	591	DOMAIN-SUFFIX,futufin.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,openapi.futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	592	DOMAIN-SUFFIX,futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,api.futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	593	DOMAIN-SUFFIX,futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,api5.futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	594	DOMAIN-SUFFIX,futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,trade.futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	595	DOMAIN-SUFFIX,futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,support.futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	596	DOMAIN-SUFFIX,futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,download.futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	597	DOMAIN-SUFFIX,futunn.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,pki.goog	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	979	DOMAIN-SUFFIX,goog	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,translate.goog	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	999	DOMAIN-SUFFIX,goog	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,usercontent.goog	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	1002	DOMAIN-SUFFIX,goog	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,m.hkgalden.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	2325	DOMAIN-SUFFIX,hkgalden.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,www.kindleren.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt	2579	DOMAIN-SUFFIX,kindleren.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,chat.openai.com	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	9	DOMAIN-SUFFIX,openai.com	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,1989report.hkja.org.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	98	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,1mobile.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	107	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,2017.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	113	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,228.net.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	122	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,3ren.ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	142	DOMAIN-SUFFIX,ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,66.ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	177	DOMAIN-SUFFIX,ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,8news.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	199	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,about.google	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	227	DOMAIN-SUFFIX,google	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,ai.google	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	277	DOMAIN-SUFFIX,google	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,alicejapan.co.jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	311	DOMAIN-SUFFIX,jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,alliance.org.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	325	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,ameba.jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	345	DOMAIN-SUFFIX,jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,amnesty.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	357	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,anonymise.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	388	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,aol.ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	408	DOMAIN-SUFFIX,ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,aol.co.uk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	409	DOMAIN-SUFFIX,uk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,apk.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	426	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,appledaily.com.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	441	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,asdfg.jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	475	DOMAIN-SUFFIX,jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,asiatoday.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	487	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,authorizeddns.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	507	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,babynet.com.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	539	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,backpackers.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	541	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,bahamut.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	547	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,bbs.kimy.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	589	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,bcc.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	599	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,biggo.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	660	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,binance.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	671	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,blog.exblog.co.jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	717	DOMAIN-SUFFIX,jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,blog.google	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	718	DOMAIN-SUFFIX,google	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,blog.qooza.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	721	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,blogimg.jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	729	DOMAIN-SUFFIX,jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,blogspot.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	736	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,blogspot.jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	737	DOMAIN-SUFFIX,jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,blogspot.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	738	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,buddhanet.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	836	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,businessweekly.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	852	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,bwsj.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	864	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cahr.org.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	886	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,calgarychinese.ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	890	DOMAIN-SUFFIX,ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cam4.jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	894	DOMAIN-SUFFIX,jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cam4.sg	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	895	DOMAIN-SUFFIX,sg	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cams.org.sg	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	900	DOMAIN-SUFFIX,sg	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,careerengine.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	913	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cathvoice.org.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	934	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cbtc.org.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	940	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cclife.ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	949	DOMAIN-SUFFIX,ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,ccue.ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	956	DOMAIN-SUFFIX,ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,ccvoice.ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	958	DOMAIN-SUFFIX,ca	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,ccw.org.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	959	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cdnews.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	967	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cdpa.url.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	972	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cfhks.org.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	989	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,channel8news.sg	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1003	DOMAIN-SUFFIX,sg	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,chinapost.com.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1065	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,chinayouth.org.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1079	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,chromeenterprise.google	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1107	DOMAIN-SUFFIX,google	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,citizenscommission.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1130	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,citytalk.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1135	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,clb.org.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1148	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cleansite.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1151	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cling.omy.sg	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1156	DOMAIN-SUFFIX,sg	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cn6.eu	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1181	DOMAIN-SUFFIX,eu	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,com.google	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1217	DOMAIN-SUFFIX,google	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,crisisresponse.google	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1264	DOMAIN-SUFFIX,google	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,cuhk.edu.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1292	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cusu.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1300	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,cytode.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1308	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,dabr.eu	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1317	DOMAIN-SUFFIX,eu	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,dajiyuan.eu	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1337	DOMAIN-SUFFIX,eu	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,dbc.hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1378	DOMAIN-SUFFIX,hk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,ddns.me.uk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1386	DOMAIN-SUFFIX,uk	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,ddns.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1391	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,design.google	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1416	DOMAIN-SUFFIX,google	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,destroy-china.jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1419	DOMAIN-SUFFIX,jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,dlsite.jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1464	DOMAIN-SUFFIX,jp	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,dns.google	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1475	DOMAIN-SUFFIX,google	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,dns1.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1478	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,dns2.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1479	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,domain.club.tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1500	DOMAIN-SUFFIX,tw	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,domains.google	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1501	DOMAIN-SUFFIX,google	https://raw.githubusercontent.com/gfwlist/gfwlist/master/list.txt
DOMAIN-SUFFIX,donmai.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1507	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
DOMAIN-SUFFIX,dontfilter.us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list	1508	DOMAIN-SUFFIX,us	https://raw.githubusercontent.com/ACL4SSR/ACL4SSR/master/Clash/ProxyGFWlist.list
